project_type,state,district,current_stage,parcel_count,objection_count,document_turnaround_days,officer_open_load,days_in_compensation,delay_days_remaining,compensation_days
rail,Gujarat,Nagpur,award,2,0,18,17,14,154.0,60.0
highway,Maharashtra,Satara,possession,2,2,33,24,95,141.0,122.0
rail,Maharashtra,Nashik,compensation,1,5,6,4,115,199.0,136.0
highway,Madhya Pradesh,Nashik,possession,6,1,13,18,100,99.0,100.0
urban_transit,Karnataka,Indore,objection,1,2,5,48,26,207.0,76.0
irrigation,Karnataka,Ahmedabad,compensation,6,1,35,50,63,188.0,118.0
highway,Gujarat,Ahmedabad,award,1,0,38,19,61,191.0,97.0
irrigation,Karnataka,Nagpur,award,6,3,17,49,115,236.0,141.0
rail,Karnataka,Indore,compensation,6,3,37,45,39,208.0,121.0
urban_transit,Karnataka,Indore,objection,1,4,29,35,78,311.0,146.0
urban_transit,Karnataka,Nagpur,possession,2,2,3,22,27,103.0,76.0
rail,Gujarat,Indore,notification,1,1,8,16,38,279.0,74.0
rail,Madhya Pradesh,Nagpur,notification,2,0,45,36,61,325.0,110.0
irrigation,Maharashtra,Indore,objection,2,2,35,39,11,266.0,102.0
highway,Madhya Pradesh,Satara,verification,3,1,2,25,38,247.0,77.0
rail,Madhya Pradesh,Nashik,compensation,2,2,9,21,3,151.0,73.0
urban_transit,Maharashtra,Pune,compensation,3,1,12,30,101,167.0,115.0
rail,Maharashtra,Pune,notification,3,3,38,18,4,358.0,106.0
highway,Maharashtra,Pune,verification,5,0,23,17,96,250.0,100.0
highway,Maharashtra,Satara,objection,6,0,41,37,100,253.0,125.0
urban_transit,Karnataka,Nagpur,notification,5,0,32,28,98,301.0,109.0
highway,Gujarat,Satara,award,2,1,44,47,64,239.0,126.0
rail,Madhya Pradesh,Ahmedabad,possession,3,1,14,41,14,119.0,82.0
urban_transit,Gujarat,Ahmedabad,objection,5,3,43,12,83,274.0,129.0
irrigation,Madhya Pradesh,Satara,possession,5,2,10,37,37,131.0,95.0
irrigation,Maharashtra,Nashik,notification,5,0,36,23,53,306.0,96.0
irrigation,Gujarat,Nagpur,verification,5,1,38,36,62,286.0,110.0
irrigation,Madhya Pradesh,Pune,compensation,2,2,29,16,35,152.0,88.0
highway,Maharashtra,Indore,verification,1,0,43,18,31,245.0,78.0
irrigation,Maharashtra,Indore,possession,4,1,40,10,58,124.0,99.0
urban_transit,Karnataka,Pune,possession,3,2,31,25,83,143.0,119.0
rail,Karnataka,Ahmedabad,objection,5,2,18,22,111,250.0,124.0
urban_transit,Madhya Pradesh,Nashik,compensation,1,2,3,42,23,182.0,96.0
rail,Madhya Pradesh,Pune,possession,6,3,20,45,103,169.0,140.0
urban_transit,Madhya Pradesh,Satara,possession,1,3,26,34,53,144.0,111.0
urban_transit,Karnataka,Ahmedabad,possession,2,0,10,14,94,59.0,77.0
irrigation,Gujarat,Satara,verification,4,3,40,37,0,325.0,110.0
highway,Madhya Pradesh,Nashik,award,4,0,16,27,99,163.0,95.0
urban_transit,Karnataka,Indore,objection,6,2,3,20,92,200.0,92.0
irrigation,Maharashtra,Satara,notification,5,2,30,45,113,319.0,128.0
irrigation,Karnataka,Pune,award,2,4,28,26,41,268.0,130.0
highway,Maharashtra,Satara,award,2,0,16,16,51,151.0,71.0
highway,Maharashtra,Nagpur,award,2,3,38,35,117,250.0,149.0
highway,Maharashtra,Pune,notification,6,4,35,19,119,367.0,151.0
irrigation,Madhya Pradesh,Nagpur,notification,5,2,45,22,95,360.0,139.0
urban_transit,Maharashtra,Nagpur,possession,3,2,42,30,24,167.0,112.0
highway,Maharashtra,Pune,award,2,2,8,32,90,194.0,108.0
urban_transit,Gujarat,Pune,possession,5,2,39,46,53,142.0,112.0
irrigation,Madhya Pradesh,Satara,compensation,1,1,17,25,92,143.0,101.0
highway,Maharashtra,Pune,possession,2,4,23,5,49,167.0,117.0
urban_transit,Maharashtra,Pune,possession,3,1,36,30,60,126.0,103.0
rail,Gujarat,Indore,notification,4,2,12,11,37,307.0,88.0
urban_transit,Karnataka,Indore,compensation,5,4,20,29,32,209.0,115.0
urban_transit,Maharashtra,Nagpur,objection,6,1,39,16,53,245.0,103.0
highway,Karnataka,Indore,award,6,1,44,18,117,187.0,117.0
urban_transit,Karnataka,Ahmedabad,compensation,4,0,20,15,83,133.0,91.0
urban_transit,Maharashtra,Satara,possession,6,2,14,32,105,120.0,114.0
highway,Gujarat,Pune,compensation,1,1,41,6,35,144.0,83.0
irrigation,Madhya Pradesh,Nagpur,verification,2,1,45,47,31,302.0,109.0
urban_transit,Gujarat,Nashik,award,4,2,9,40,104,243.0,136.0
irrigation,Karnataka,Nashik,notification,6,2,8,32,33,309.0,90.0
rail,Maharashtra,Pune,award,3,1,29,11,75,185.0,98.0
urban_transit,Madhya Pradesh,Ahmedabad,objection,5,4,14,49,91,274.0,134.0
rail,Karnataka,Satara,notification,1,1,20,28,56,304.0,96.0
rail,Maharashtra,Pune,objection,2,1,3,5,9,189.0,55.0
highway,Maharashtra,Nashik,objection,3,0,19,34,19,179.0,59.0
highway,Maharashtra,Nashik,award,5,1,20,19,117,165.0,103.0
irrigation,Karnataka,Ahmedabad,notification,6,2,6,43,81,313.0,109.0
highway,Karnataka,Pune,compensation,4,0,32,35,51,144.0,90.0
urban_transit,Gujarat,Indore,compensation,5,1,42,25,60,184.0,113.0
urban_transit,Gujarat,Satara,verification,6,1,10,50,76,234.0,89.0
highway,Maharashtra,Indore,award,1,1,2,4,18,112.0,39.0
highway,Maharashtra,Ahmedabad,notification,4,2,8,43,38,315.0,96.0
irrigation,Gujarat,Indore,notification,1,2,25,28,29,292.0,83.0
highway,Madhya Pradesh,Indore,objection,6,3,21,17,40,252.0,102.0
urban_transit,Madhya Pradesh,Nagpur,verification,2,1,15,38,53,264.0,94.0
urban_transit,Karnataka,Indore,verification,6,3,10,32,61,301.0,114.0
irrigation,Madhya Pradesh,Satara,objection,6,1,28,39,68,258.0,115.0
irrigation,Karnataka,Satara,notification,6,0,38,14,107,282.0,103.0
highway,Gujarat,Nagpur,objection,5,4,14,44,104,273.0,137.0
urban_transit,Maharashtra,Nashik,notification,1,1,41,35,65,336.0,117.0
irrigation,Maharashtra,Indore,notification,2,1,14,38,14,307.0,82.0
irrigation,Gujarat,Indore,objection,6,1,16,33,114,231.0,116.0
irrigation,Madhya Pradesh,Pune,objection,5,3,18,37,37,279.0,115.0
urban_transit,Maharashtra,Pune,objection,6,2,31,38,113,259.0,133.0
irrigation,Karnataka,Nashik,compensation,4,4,44,32,84,242.0,153.0
irrigation,Madhya Pradesh,Ahmedabad,possession,5,3,14,7,97,130.0,114.0
highway,Madhya Pradesh,Nashik,verification,1,0,44,36,24,272.0,91.0
highway,Maharashtra,Ahmedabad,compensation,4,0,44,49,110,174.0,128.0
irrigation,Karnataka,Satara,notification,6,0,5,6,15,240.0,45.0
irrigation,Madhya Pradesh,Pune,verification,6,0,45,18,109,297.0,129.0
highway,Madhya Pradesh,Indore,compensation,6,3,29,17,77,177.0,115.0
highway,Gujarat,Pune,compensation,1,1,44,5,43,164.0,96.0
rail,Gujarat,Indore,award,6,0,22,34,49,156.0,76.0
highway,Madhya Pradesh,Satara,award,5,3,7,29,56,193.0,96.0
irrigation,Karnataka,Nashik,notification,1,0,4,40,45,251.0,65.0
urban_transit,Maharashtra,Satara,compensation,6,1,11,51,24,140.0,79.0
irrigation,Maharashtra,Ahmedabad,objection,5,1,37,4,67,233.0,100.0
rail,Gujarat,Satara,possession,6,3,12,7,67,141.0,108.0
irrigation,Gujarat,Pune,objection,6,1,12,38,2,208.0,67.0
highway,Madhya Pradesh,Satara,verification,3,5,34,42,62,359.0,149.0
highway,Karnataka,Pune,notification,4,2,32,40,14,342.0,103.0
highway,Maharashtra,Nagpur,verification,3,0,28,47,118,255.0,114.0
urban_transit,Maharashtra,Pune,objection,3,0,31,31,15,199.0,68.0
rail,Gujarat,Nagpur,compensation,2,3,22,50,4,188.0,98.0
rail,Maharashtra,Nagpur,objection,1,2,18,28,79,238.0,108.0
urban_transit,Maharashtra,Indore,possession,2,2,40,7,75,169.0,127.0
rail,Madhya Pradesh,Nashik,verification,1,0,10,28,30,226.0,65.0
rail,Madhya Pradesh,Pune,possession,4,0,34,51,0,126.0,83.0
highway,Karnataka,Indore,objection,3,1,43,37,4,282.0,106.0
urban_transit,Maharashtra,Pune,verification,1,2,7,12,18,250.0,72.0
highway,Karnataka,Pune,objection,2,1,29,8,14,225.0,78.0
rail,Gujarat,Nagpur,notification,5,1,9,33,37,294.0,83.0
irrigation,Karnataka,Ahmedabad,compensation,5,3,13,38,32,182.0,102.0
urban_transit,Maharashtra,Nashik,possession,1,0,25,46,64,137.0,108.0
highway,Madhya Pradesh,Nashik,verification,3,4,12,40,114,299.0,135.0
highway,Maharashtra,Satara,objection,3,0,32,15,101,206.0,100.0
irrigation,Karnataka,Satara,compensation,3,1,29,20,12,163.0,84.0
urban_transit,Gujarat,Indore,possession,2,2,14,48,54,158.0,115.0
irrigation,Karnataka,Nagpur,award,5,0,22,23,85,161.0,90.0
highway,Karnataka,Nagpur,verification,4,3,36,48,47,339.0,133.0
highway,Karnataka,Satara,verification,4,3,31,4,27,303.0,103.0
rail,Madhya Pradesh,Pune,notification,6,0,15,33,82,277.0,91.0
highway,Gujarat,Satara,award,1,1,4,9,81,137.0,74.0
rail,Karnataka,Pune,possession,5,4,24,41,74,164.0,129.0
highway,Maharashtra,Indore,compensation,2,1,6,30,68,154.0,97.0
irrigation,Karnataka,Pune,objection,4,2,24,29,71,240.0,107.0
urban_transit,Karnataka,Nashik,compensation,6,2,44,21,58,214.0,127.0
highway,Gujarat,Nagpur,objection,5,1,39,18,112,246.0,124.0
rail,Karnataka,Nashik,objection,4,1,33,39,70,251.0,114.0
rail,Madhya Pradesh,Pune,verification,4,1,34,27,112,262.0,115.0
irrigation,Gujarat,Nagpur,notification,5,0,44,16,7,318.0,86.0
irrigation,Karnataka,Satara,notification,1,1,31,47,57,319.0,107.0
rail,Karnataka,Satara,possession,1,2,32,13,20,135.0,92.0
urban_transit,Gujarat,Pune,award,5,1,9,43,88,156.0,90.0
rail,Maharashtra,Satara,objection,1,4,23,22,117,285.0,146.0
urban_transit,Madhya Pradesh,Nagpur,verification,5,1,19,34,84,295.0,119.0
rail,Maharashtra,Nagpur,verification,3,2,4,46,46,261.0,91.0
urban_transit,Gujarat,Indore,verification,6,3,25,11,40,283.0,99.0
rail,Madhya Pradesh,Nagpur,award,5,1,36,40,90,218.0,123.0
rail,Madhya Pradesh,Pune,award,3,0,21,31,56,174.0,86.0
rail,Gujarat,Satara,notification,4,1,10,35,6,295.0,73.0
urban_transit,Madhya Pradesh,Indore,objection,2,0,8,35,72,183.0,78.0
irrigation,Karnataka,Ahmedabad,award,3,1,25,11,47,178.0,84.0
rail,Madhya Pradesh,Ahmedabad,compensation,1,4,41,23,35,230.0,129.0
rail,Gujarat,Ahmedabad,objection,6,1,11,48,55,253.0,107.0
highway,Maharashtra,Nashik,award,1,0,22,30,96,170.0,98.0
rail,Maharashtra,Nagpur,possession,4,1,43,11,35,140.0,99.0
highway,Karnataka,Indore,compensation,4,1,2,10,23,114.0,60.0
irrigation,Madhya Pradesh,Ahmedabad,notification,1,4,16,24,10,352.0,104.0
urban_transit,Maharashtra,Satara,notification,4,1,2,36,96,263.0,89.0
rail,Karnataka,Satara,verification,6,1,5,9,13,223.0,56.0
highway,Gujarat,Ahmedabad,notification,4,0,39,11,1,279.0,64.0
irrigation,Madhya Pradesh,Nashik,compensation,3,2,23,21,20,172.0,91.0
urban_transit,Gujarat,Indore,notification,1,0,24,18,21,266.0,64.0
urban_transit,Maharashtra,Satara,compensation,2,3,6,26,62,156.0,98.0
rail,Karnataka,Nagpur,verification,3,1,6,32,7,227.0,59.0
rail,Maharashtra,Ahmedabad,possession,6,0,4,40,88,76.0,85.0
highway,Gujarat,Nashik,verification,5,1,30,43,57,276.0,104.0
irrigation,Gujarat,Satara,objection,6,2,14,42,67,211.0,93.0
irrigation,Maharashtra,Indore,objection,3,0,11,44,67,205.0,87.0
irrigation,Madhya Pradesh,Indore,verification,1,2,32,27,39,293.0,105.0
highway,Gujarat,Nashik,possession,3,3,36,36,84,147.0,125.0
highway,Madhya Pradesh,Ahmedabad,compensation,1,1,9,26,4,128.0,63.0
highway,Gujarat,Indore,compensation,2,1,11,46,49,148.0,90.0
urban_transit,Gujarat,Nashik,verification,4,1,26,35,108,262.0,114.0
irrigation,Madhya Pradesh,Pune,objection,4,4,40,48,36,316.0,138.0
urban_transit,Karnataka,Satara,verification,1,1,27,49,54,289.0,109.0
rail,Maharashtra,Satara,notification,1,3,10,9,48,287.0,84.0
rail,Karnataka,Ahmedabad,objection,5,1,44,17,115,262.0,133.0
irrigation,Madhya Pradesh,Ahmedabad,notification,3,0,2,8,117,221.0,72.0
urban_transit,Gujarat,Indore,objection,5,2,35,30,46,274.0,116.0
highway,Maharashtra,Nagpur,objection,4,4,32,11,95,282.0,137.0
rail,Maharashtra,Ahmedabad,objection,6,0,17,9,118,172.0,87.0
urban_transit,Madhya Pradesh,Nagpur,notification,2,1,44,47,115,357.0,147.0
highway,Madhya Pradesh,Nagpur,verification,2,4,28,39,107,341.0,154.0
highway,Karnataka,Pune,compensation,3,1,39,26,74,169.0,111.0
rail,Gujarat,Nagpur,compensation,2,2,37,22,14,178.0,94.0
irrigation,Karnataka,Pune,objection,1,4,45,32,52,329.0,148.0
irrigation,Madhya Pradesh,Indore,notification,1,1,41,44,117,357.0,146.0
irrigation,Gujarat,Indore,compensation,6,3,39,17,31,206.0,114.0
highway,Madhya Pradesh,Ahmedabad,notification,2,3,6,7,23,279.0,70.0
rail,Madhya Pradesh,Indore,compensation,2,2,2,37,92,144.0,102.0
highway,Maharashtra,Satara,verification,1,2,19,39,73,277.0,109.0
urban_transit,Gujarat,Ahmedabad,possession,1,4,29,6,42,138.0,102.0
rail,Gujarat,Nagpur,objection,2,2,16,14,90,243.0,112.0
irrigation,Madhya Pradesh,Pune,award,1,0,18,19,120,137.0,90.0
irrigation,Gujarat,Satara,verification,6,2,31,4,110,308.0,133.0
highway,Karnataka,Satara,verification,4,0,42,16,92,261.0,106.0
highway,Karnataka,Nagpur,verification,5,2,10,30,64,260.0,95.0
rail,Madhya Pradesh,Nagpur,objection,4,0,7,37,1,179.0,51.0
urban_transit,Gujarat,Ahmedabad,possession,1,4,38,34,38,181.0,125.0
rail,Gujarat,Satara,objection,1,2,5,4,12,209.0,66.0
irrigation,Karnataka,Nagpur,possession,4,1,12,12,15,75.0,58.0
rail,Karnataka,Pune,notification,1,2,44,6,87,332.0,122.0
rail,Maharashtra,Nagpur,verification,5,0,44,32,8,249.0,74.0
urban_transit,Gujarat,Nashik,notification,6,0,41,47,26,327.0,100.0
urban_transit,Madhya Pradesh,Satara,compensation,4,2,32,21,120,163.0,124.0
urban_transit,Karnataka,Indore,possession,1,1,4,6,1,81.0,53.0
irrigation,Maharashtra,Indore,possession,3,2,39,29,12,153.0,100.0
urban_transit,Karnataka,Nashik,possession,3,0,3,50,96,80.0,91.0
highway,Gujarat,Pune,award,5,3,22,23,94,211.0,119.0
highway,Maharashtra,Nashik,award,3,3,14,37,60,238.0,120.0
irrigation,Maharashtra,Indore,possession,3,1,44,14,64,136.0,108.0
irrigation,Karnataka,Pune,verification,2,3,13,11,33,284.0,95.0
rail,Gujarat,Pune,objection,1,2,33,32,112,271.0,138.0
rail,Madhya Pradesh,Ahmedabad,possession,2,3,41,51,81,202.0,151.0
rail,Madhya Pradesh,Nagpur,possession,5,1,8,17,4,88.0,60.0
irrigation,Madhya Pradesh,Ahmedabad,verification,4,3,6,32,64,289.0,109.0
urban_transit,Gujarat,Nagpur,possession,2,2,4,48,74,150.0,117.0
irrigation,Gujarat,Satara,compensation,1,1,41,46,92,185.0,127.0
highway,Maharashtra,Nashik,objection,5,2,44,14,75,245.0,113.0
urban_transit,Madhya Pradesh,Nashik,objection,5,3,43,51,53,293.0,133.0
urban_transit,Maharashtra,Pune,verification,5,2,45,39,56,313.0,123.0
urban_transit,Madhya Pradesh,Pune,compensation,2,1,12,42,107,173.0,121.0
highway,Gujarat,Nashik,verification,2,3,3,31,13,266.0,81.0
irrigation,Gujarat,Satara,notification,4,1,4,41,19,275.0,69.0
urban_transit,Karnataka,Pune,possession,1,3,5,39,63,132.0,106.0
rail,Maharashtra,Nashik,possession,2,1,22,46,93,131.0,117.0
rail,Maharashtra,Nagpur,compensation,3,3,41,40,86,222.0,144.0
rail,Gujarat,Satara,possession,1,0,41,20,28,110.0,83.0
irrigation,Gujarat,Pune,notification,1,3,5,9,53,310.0,95.0
urban_transit,Maharashtra,Nashik,possession,1,0,9,45,113,70.0,92.0
urban_transit,Maharashtra,Nashik,verification,5,0,45,11,62,273.0,101.0
rail,Maharashtra,Nashik,notification,6,1,40,5,47,288.0,85.0
irrigation,Gujarat,Satara,notification,5,5,27,8,116,369.0,150.0
rail,Gujarat,Nagpur,notification,3,0,31,19,4,296.0,73.0
urban_transit,Karnataka,Satara,verification,5,6,5,11,79,309.0,125.0
irrigation,Karnataka,Pune,verification,6,0,29,40,37,247.0,81.0
highway,Madhya Pradesh,Nashik,award,4,1,7,32,119,147.0,95.0
irrigation,Karnataka,Pune,possession,3,1,21,31,88,121.0,108.0
irrigation,Maharashtra,Nagpur,compensation,6,1,2,12,79,118.0,81.0
urban_transit,Maharashtra,Nashik,possession,5,2,42,23,37,170.0,116.0
urban_transit,Karnataka,Nagpur,verification,5,1,39,14,47,291.0,104.0
urban_transit,Maharashtra,Nagpur,award,1,0,11,6,8,141.0,50.0
highway,Karnataka,Nagpur,possession,3,1,15,47,46,112.0,91.0
urban_transit,Karnataka,Pune,award,3,1,3,4,105,186.0,103.0
rail,Gujarat,Nagpur,notification,6,0,13,35,57,263.0,76.0
highway,Maharashtra,Pune,objection,5,1,5,51,2,208.0,67.0
irrigation,Karnataka,Nagpur,possession,6,1,10,29,46,111.0,87.0
rail,Karnataka,Satara,verification,1,0,33,7,31,246.0,75.0
highway,Gujarat,Nagpur,award,5,2,20,27,57,213.0,106.0
irrigation,Madhya Pradesh,Ahmedabad,award,6,1,3,44,87,161.0,91.0
urban_transit,Madhya Pradesh,Pune,compensation,3,2,23,31,41,203.0,114.0
highway,Maharashtra,Nagpur,compensation,2,2,36,22,5,191.0,97.0
highway,Karnataka,Pune,verification,5,2,5,20,23,252.0,75.0
rail,Karnataka,Ahmedabad,objection,3,0,18,6,9,165.0,45.0
urban_transit,Maharashtra,Ahmedabad,verification,1,4,17,36,108,323.0,144.0
urban_transit,Karnataka,Pune,verification,2,1,41,4,35,264.0,87.0
rail,Madhya Pradesh,Ahmedabad,notification,3,0,2,30,100,241.0,79.0
highway,Madhya Pradesh,Ahmedabad,possession,2,4,5,38,83,157.0,125.0
urban_transit,Karnataka,Satara,award,4,0,32,6,26,162.0,69.0
urban_transit,Madhya Pradesh,Nashik,possession,4,4,42,33,41,216.0,143.0
irrigation,Madhya Pradesh,Satara,compensation,3,4,28,49,12,237.0,125.0
rail,Maharashtra,Ahmedabad,verification,3,2,40,5,20,279.0,90.0
irrigation,Karnataka,Ahmedabad,verification,3,2,3,29,5,251.0,69.0
irrigation,Madhya Pradesh,Ahmedabad,notification,4,1,16,41,25,289.0,79.0
irrigation,Maharashtra,Satara,objection,2,0,23,37,100,245.0,118.0
irrigation,Karnataka,Pune,verification,1,0,4,19,12,205.0,47.0
urban_transit,Madhya Pradesh,Nashik,award,6,3,30,8,98,214.0,121.0
irrigation,Madhya Pradesh,Nagpur,objection,3,1,38,33,17,251.0,95.0
irrigation,Madhya Pradesh,Nagpur,notification,5,1,12,40,45,280.0,81.0
highway,Madhya Pradesh,Ahmedabad,notification,2,2,22,50,104,351.0,138.0
highway,Gujarat,Nashik,objection,5,0,22,31,114,214.0,108.0
irrigation,Karnataka,Nashik,compensation,6,1,27,6,71,152.0,97.0
irrigation,Karnataka,Ahmedabad,verification,5,0,20,23,62,240.0,83.0
highway,Gujarat,Indore,award,3,0,5,33,36,137.0,60.0
irrigation,Maharashtra,Indore,notification,6,0,3,31,56,266.0,74.0
rail,Madhya Pradesh,Satara,compensation,1,1,35,9,67,147.0,95.0
highway,Madhya Pradesh,Nashik,objection,3,1,21,13,30,220.0,80.0
highway,Karnataka,Ahmedabad,objection,2,1,15,9,93,209.0,95.0
highway,Gujarat,Pune,notification,2,2,12,16,27,301.0,82.0
rail,Gujarat,Nagpur,compensation,6,0,39,48,110,164.0,123.0
rail,Madhya Pradesh,Satara,verification,4,2,21,46,110,265.0,118.0
urban_transit,Karnataka,Indore,award,5,2,8,10,101,184.0,104.0
highway,Madhya Pradesh,Ahmedabad,award,2,4,33,17,88,252.0,138.0
rail,Maharashtra,Nagpur,possession,4,2,8,25,75,119.0,101.0
rail,Madhya Pradesh,Ahmedabad,notification,4,2,33,34,45,341.0,113.0
urban_transit,Madhya Pradesh,Nashik,award,1,5,25,40,3,268.0,119.0
irrigation,Karnataka,Pune,possession,4,2,33,24,68,143.0,114.0
urban_transit,Maharashtra,Nashik,compensation,2,0,35,4,33,118.0,68.0
rail,Maharashtra,Ahmedabad,possession,6,0,35,5,33,97.0,76.0
rail,Karnataka,Nashik,possession,5,4,21,42,120,164.0,145.0
highway,Karnataka,Ahmedabad,verification,5,2,38,17,60,292.0,111.0
urban_transit,Gujarat,Indore,compensation,1,1,14,16,115,154.0,113.0
irrigation,Gujarat,Ahmedabad,award,3,3,15,19,81,201.0,109.0
highway,Madhya Pradesh,Nashik,verification,1,4,41,35,50,348.0,139.0
urban_transit,Madhya Pradesh,Satara,award,6,1,3,12,6,137.0,48.0
urban_transit,Madhya Pradesh,Nagpur,possession,3,0,44,25,76,125.0,107.0
irrigation,Gujarat,Satara,notification,6,2,16,19,79,322.0,111.0
highway,Gujarat,Satara,possession,5,1,19,9,70,103.0,90.0
rail,Karnataka,Ahmedabad,verification,6,1,20,49,97,262.0,111.0
urban_transit,Gujarat,Pune,award,4,2,7,19,95,164.0,94.0
highway,Madhya Pradesh,Satara,verification,1,3,4,4,72,263.0,96.0
urban_transit,Karnataka,Ahmedabad,award,4,0,23,47,16,173.0,74.0
urban_transit,Madhya Pradesh,Satara,verification,3,0,14,26,83,240.0,90.0
rail,Madhya Pradesh,Nashik,verification,5,4,30,28,72,315.0,129.0
urban_transit,Karnataka,Nashik,award,3,0,4,45,52,156.0,76.0
urban_transit,Karnataka,Nagpur,possession,2,1,31,32,103,122.0,116.0
rail,Gujarat,Nashik,notification,4,1,3,48,79,255.0,81.0
highway,Maharashtra,Pune,notification,1,1,32,30,101,317.0,120.0
rail,Gujarat,Nashik,possession,5,1,36,46,25,144.0,101.0
irrigation,Karnataka,Ahmedabad,objection,5,3,2,8,83,204.0,91.0
urban_transit,Gujarat,Ahmedabad,compensation,4,0,34,22,50,154.0,93.0
rail,Gujarat,Pune,compensation,2,0,33,24,117,144.0,112.0
urban_transit,Madhya Pradesh,Pune,award,5,1,25,14,31,162.0,72.0
urban_transit,Gujarat,Satara,compensation,6,4,35,41,32,233.0,131.0
irrigation,Madhya Pradesh,Pune,notification,2,3,8,29,33,329.0,100.0
highway,Madhya Pradesh,Pune,objection,6,1,45,37,3,246.0,90.0
rail,Karnataka,Ahmedabad,compensation,6,1,12,35,36,132.0,77.0
highway,Gujarat,Indore,compensation,5,1,39,7,85,181.0,117.0
highway,Maharashtra,Nashik,notification,5,1,19,8,109,300.0,109.0
rail,Gujarat,Pune,verification,5,2,38,38,38,329.0,123.0
urban_transit,Karnataka,Nashik,objection,3,2,45,24,104,270.0,135.0
rail,Karnataka,Pune,notification,6,0,14,48,111,278.0,103.0
rail,Gujarat,Indore,possession,1,2,17,51,88,147.0,123.0
irrigation,Gujarat,Nagpur,verification,2,2,3,25,78,265.0,100.0
urban_transit,Madhya Pradesh,Nashik,verification,2,3,21,7,9,284.0,87.0
irrigation,Gujarat,Satara,award,1,0,38,33,41,183.0,88.0
highway,Maharashtra,Nashik,possession,1,1,40,44,56,151.0,116.0
urban_transit,Karnataka,Indore,compensation,3,0,34,21,83,127.0,92.0
urban_transit,Karnataka,Ahmedabad,possession,6,2,26,40,111,152.0,134.0
urban_transit,Gujarat,Ahmedabad,notification,1,2,41,37,42,355.0,120.0
highway,Maharashtra,Nashik,notification,4,6,14,23,80,393.0,150.0
urban_transit,Maharashtra,Pune,objection,3,4,16,24,115,279.0,141.0
irrigation,Gujarat,Satara,possession,1,1,6,7,48,110.0,83.0
